ID;sexe;age;revenus_K€;enfants;enfant_conduite_accompagnee;type_vehicule;age_vehicule;est_rouge;usage_vehicule;type_conduite;points_perdus;date_demande;formule;tarif_devis_€
936;M;[55-65];[75-100];oui;oui;Minivan;1;non;Commercial;Highly Urban/ Urban;4;février;dev_express;< 300
937;M;> 75;[50-75];non;non;Minivan;10;non;Commercial;Highly Urban/ Urban;4;février;dev_premium;[300-450]
938;F;[65-75];[50-75];non;non;Minivan;;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;< 300
939;M;[25-35];< 25;oui;non;Minivan;;oui;Private;Highly Urban/ Urban;0;mai;dev_integral;< 300
940;M;[65-75];[25-50];non;non;Van;12;oui;Private;Highly Urban/ Urban;1;janvier;dev_premium;[450-600]
941;M;[45-55];[100-125];non;non;z_SUV;1;non;Commercial;Highly Urban/ Urban;1;mai;dev_integral;[300-450]
942;F;[15-25];[100-125];oui;oui;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;3;février;dev_premium;[300-450]
943;M;[55-65];[25-50];oui;non;z_SUV;8;non;Private;Highly Urban/ Urban;0;janvier;dev_express;< 300
944;F;[55-65];> 150;non;non;Pickup;;non;Commercial;Highly Urban/ Urban;0;mars;dev_express;< 300
945;F;> 75;[50-75];non;non;Sports Car;8;non;Private;Highly Urban/ Urban;4;avril;dev_express;< 300
946;F;< 15;[50-75];non;non;z_SUV;16;non;Private;Highly Urban/ Urban;6;janvier;dev_integral;[300-450]
947;F;[15-25];< 25;oui;non;Minivan;8;oui;Private;Highly Urban/ Urban;1;mars;dev_express;< 300
948;M;[25-35];[50-75];non;non;Minivan;10;non;Private;Highly Urban/ Urban;0;avril;dev_premium;[300-450]
949;F;[65-75];[125-150];non;non;Panel Truck;13;non;Commercial;Highly Urban/ Urban;3;janvier;dev_integral;[300-450]
950;M;[45-55];[100-125];non;non;Minivan;19;oui;Private;Highly Urban/ Urban;0;janvier;dev_integral;< 300
951;M;[65-75];[100-125];oui;oui;z_SUV;11;non;Private;Highly Urban/ Urban;1;mai;dev_premium;[300-450]
952;F;> 75;[25-50];oui;oui;z_SUV;19;non;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
953;M;[35-45];< 25;non;non;Sports Car;5;non;Private;z_Highly Rural/ Rural;2;mai;dev_integral;[300-450]
954;M;> 75;> 150;non;non;Minivan;19;non;Private;Highly Urban/ Urban;2;février;dev_integral;[300-450]
955;M;< 15;< 25;oui;non;z_SUV;8;non;Private;Highly Urban/ Urban;2;janvier;dev_express;< 300
956;M;[35-45];< 25;oui;oui;z_SUV;11;non;Private;z_Highly Rural/ Rural;4;avril;dev_vip;[450-600]
957;F;[55-65];< 25;non;non;z_SUV;12;non;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
958;M;[65-75];[25-50];oui;oui;Pickup;7;oui;Commercial;Highly Urban/ Urban;0;février;dev_premium;[300-450]
959;F;[45-55];[50-75];non;non;Panel Truck;15;oui;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
960;M;[15-25];< 25;oui;non;Sports Car;1;non;Private;z_Highly Rural/ Rural;0;avril;dev_premium;[450-600]
961;M;[55-65];< 25;non;non;Minivan;8;oui;Commercial;Highly Urban/ Urban;2;février;dev_premium;[300-450]
962;F;[65-75];[25-50];non;non;Pickup;1;oui;Commercial;Highly Urban/ Urban;6;février;dev_premium;[300-450]
963;M;[65-75];[100-125];non;non;z_SUV;15;non;Private;Highly Urban/ Urban;1;mai;dev_premium;[300-450]
964;F;[55-65];> 150;oui;oui;Minivan;20;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
965;F;[65-75];[50-75];non;non;Minivan;;non;Private;Highly Urban/ Urban;5;janvier;dev_express;< 300
966;F;[15-25];> 150;non;non;Panel Truck;12;non;Commercial;Highly Urban/ Urban;1;mai;dev_express;< 300
967;M;[65-75];> 150;non;non;z_SUV;16;non;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
968;M;[15-25];> 150;non;non;Sports Car;;oui;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
969;M;[45-55];[25-50];oui;non;Sports Car;1;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
970;F;[45-55];[50-75];non;non;Minivan;22;non;Private;Highly Urban/ Urban;1;février;dev_express;< 300
971;M;[55-65];[25-50];non;non;Minivan;1;oui;Private;z_Highly Rural/ Rural;0;avril;dev_premium;[300-450]
972;F;[45-55];[25-50];non;non;z_SUV;15;non;Private;Highly Urban/ Urban;4;février;dev_premium;[450-600]
973;M;[45-55];< 25;non;non;z_SUV;13;non;Private;z_Highly Rural/ Rural;0;janvier;dev_express;< 300
974;F;[45-55];< 25;non;non;z_SUV;1;non;Private;Highly Urban/ Urban;0;avril;dev_express;< 300
975;F;> 75;[75-100];non;non;Van;18;non;Commercial;Highly Urban/ Urban;0;février;dev_integral;[300-450]
976;M;[15-25];[25-50];oui;non;Pickup;1;oui;Private;Highly Urban/ Urban;3;avril;dev_express;< 300
977;F;> 75;[75-100];non;non;Minivan;17;non;Private;Highly Urban/ Urban;2;février;dev_express;< 300
978;F;[55-65];[25-50];non;non;Minivan;1;non;Private;z_Highly Rural/ Rural;1;mai;dev_integral;[300-450]
979;F;[55-65];< 25;oui;oui;Pickup;1;oui;Private;Highly Urban/ Urban;2;mars;dev_integral;[300-450]
980;F;[35-45];[25-50];non;non;Minivan;7;non;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
981;F;[65-75];[50-75];non;non;Minivan;13;non;Private;Highly Urban/ Urban;5;mars;dev_integral;[300-450]
982;M;> 75;> 150;non;non;Minivan;16;oui;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
983;F;[65-75];[50-75];non;non;Sports Car;10;non;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
984;F;< 15;[50-75];oui;non;Pickup;21;non;Private;Highly Urban/ Urban;3;février;dev_integral;[300-450]
985;M;[55-65];[100-125];oui;non;Panel Truck;23;non;Commercial;Highly Urban/ Urban;1;mars;dev_express;< 300
986;F;[55-65];[50-75];non;non;Panel Truck;8;non;Commercial;Highly Urban/ Urban;2;mars;dev_premium;[300-450]
987;M;< 15;[75-100];non;non;Pickup;1;non;Commercial;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
988;M;[35-45];[50-75];non;non;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;3;mars;dev_express;< 300
989;M;[55-65];[125-150];non;non;Minivan;17;non;Private;Highly Urban/ Urban;6;mars;dev_express;< 300
990;F;[35-45];< 25;oui;non;Pickup;1;non;Commercial;z_Highly Rural/ Rural;0;mai;dev_premium;[300-450]
991;M;< 15;[25-50];non;non;Sports Car;9;non;Commercial;Highly Urban/ Urban;5;janvier;dev_integral;[300-450]
992;F;< 15;[25-50];non;non;Pickup;11;oui;Private;Highly Urban/ Urban;3;janvier;dev_integral;< 300
993;F;[55-65];< 25;non;non;Minivan;1;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
994;F;< 15;[25-50];non;non;Sports Car;1;non;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
995;M;> 75;[25-50];non;non;Sports Car;1;non;Private;Highly Urban/ Urban;3;janvier;dev_express;< 300
996;F;[55-65];[75-100];non;non;Sports Car;15;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
997;M;[25-35];< 25;oui;non;z_SUV;8;non;Private;z_Highly Rural/ Rural;1;avril;dev_integral;[300-450]
998;M;[65-75];[50-75];non;non;Van;1;oui;Commercial;Highly Urban/ Urban;2;avril;dev_integral;[300-450]
999;M;[65-75];[100-125];non;non;Pickup;16;non;Commercial;Highly Urban/ Urban;0;mai;dev_express;< 300
1000;M;[15-25];[50-75];non;non;z_SUV;11;non;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1001;F;> 75;< 25;non;non;z_SUV;4;non;Private;z_Highly Rural/ Rural;2;février;dev_integral;[300-450]
1002;F;[55-65];[50-75];non;non;z_SUV;6;oui;Private;Highly Urban/ Urban;7;mars;dev_express;< 300
1003;F;> 75;< 25;non;non;z_SUV;5;non;Private;z_Highly Rural/ Rural;0;avril;dev_integral;[300-450]
1004;M;[35-45];[25-50];non;non;Minivan;14;non;Private;Highly Urban/ Urban;2;mai;dev_integral;[300-450]
1005;F;[35-45];< 25;non;non;z_SUV;;non;Private;Highly Urban/ Urban;0;février;dev_integral;[300-450]
1006;F;[15-25];< 25;non;non;Minivan;4;oui;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
1007;M;[45-55];< 25;non;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;0;mai;dev_express;< 300
1008;F;[45-55];< 25;oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;3;février;dev_express;< 300
1009;M;[55-65];[50-75];oui;oui;Panel Truck;12;non;Commercial;Highly Urban/ Urban;0;février;dev_express;< 300
1010;F;[55-65];[25-50];oui;non;z_SUV;12;non;Private;Highly Urban/ Urban;0;avril;dev_integral;< 300
1011;F;[55-65];[50-75];non;non;z_SUV;10;non;Private;Highly Urban/ Urban;2;mars;dev_integral;[300-450]
1012;M;[25-35];[25-50];oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
1013;F;[65-75];[25-50];oui;non;Pickup;1;non;Private;Highly Urban/ Urban;10;mars;dev_express;< 300
1014;M;[15-25];[25-50];non;non;Pickup;1;oui;Commercial;z_Highly Rural/ Rural;0;mars;dev_express;< 300
1015;M;[65-75];[125-150];oui;non;Minivan;1;oui;Private;Highly Urban/ Urban;0;mai;dev_express;< 300
1016;M;[55-65];[50-75];oui;oui;Minivan;9;oui;Private;Highly Urban/ Urban;6;mai;dev_integral;< 300
1017;M;> 75;[100-125];non;non;Minivan;18;oui;Private;z_Highly Rural/ Rural;0;mars;dev_express;< 300
1018;M;[35-45];[100-125];oui;oui;Minivan;14;oui;Private;Highly Urban/ Urban;0;mars;dev_premium;[450-600]
1019;M;[55-65];< 25;non;non;Minivan;10;oui;Commercial;Highly Urban/ Urban;3;mars;dev_express;< 300
1020;F;[15-25];[50-75];non;non;Minivan;18;oui;Private;Highly Urban/ Urban;5;janvier;dev_premium;[300-450]
1021;F;[65-75];< 25;non;non;Sports Car;7;non;Private;z_Highly Rural/ Rural;3;mai;dev_premium;[450-600]
1022;F;[45-55];[100-125];non;non;Sports Car;18;non;Private;Highly Urban/ Urban;0;janvier;dev_premium;[450-600]
1023;M;[15-25];[25-50];non;non;Minivan;1;oui;Private;z_Highly Rural/ Rural;1;mai;dev_express;< 300
1024;M;[55-65];[75-100];oui;non;z_SUV;;non;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1025;M;[55-65];[25-50];oui;non;Sports Car;15;non;Private;Highly Urban/ Urban;0;mars;dev_premium;[450-600]
1026;F;> 75;[100-125];non;non;z_SUV;15;non;Private;Highly Urban/ Urban;4;février;dev_express;< 300
1027;F;[35-45];< 25;oui;non;z_SUV;6;non;Private;Highly Urban/ Urban;4;mai;dev_express;< 300
1028;M;< 15;< 25;non;non;z_SUV;11;non;Commercial;Highly Urban/ Urban;1;janvier;dev_integral;[300-450]
1029;M;[25-35];< 25;oui;oui;z_SUV;6;non;Private;Highly Urban/ Urban;2;mai;dev_integral;< 300
1030;M;[35-45];[125-150];non;non;Van;1;oui;Private;Highly Urban/ Urban;4;avril;dev_express;< 300
1031;F;[55-65];[50-75];oui;non;Pickup;11;oui;Commercial;Highly Urban/ Urban;5;février;dev_vip;> 600
1032;M;[45-55];< 25;non;non;z_SUV;6;non;Private;z_Highly Rural/ Rural;7;février;dev_integral;< 300
1033;F;[65-75];[75-100];oui;oui;Minivan;12;non;Private;Highly Urban/ Urban;6;janvier;dev_integral;[300-450]
1034;M;[55-65];[50-75];oui;non;Sports Car;;non;Private;Highly Urban/ Urban;0;avril;dev_express;< 300
1035;M;[45-55];< 25;oui;non;Pickup;1;non;Private;z_Highly Rural/ Rural;2;mai;dev_premium;[300-450]
1036;M;[55-65];< 25;non;non;Van;14;non;Private;Highly Urban/ Urban;1;avril;dev_express;< 300
1037;F;[35-45];< 25;non;non;Pickup;16;oui;Private;z_Highly Rural/ Rural;4;mars;dev_integral;[300-450]
1038;F;[25-35];[25-50];oui;non;Minivan;;oui;Commercial;Highly Urban/ Urban;6;mai;dev_integral;[300-450]
1039;M;[35-45];< 25;oui;non;Pickup;8;oui;Commercial;z_Highly Rural/ Rural;0;janvier;dev_integral;< 300
1040;M;[65-75];< 25;non;non;z_SUV;1;non;Private;Highly Urban/ Urban;1;avril;dev_integral;[300-450]
1041;F;[25-35];[25-50];oui;non;Minivan;1;non;Private;Highly Urban/ Urban;0;avril;dev_integral;< 300
1042;M;> 75;[125-150];oui;non;z_SUV;15;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
1043;F;< 15;< 25;non;non;z_SUV;1;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;< 300
1044;M;[25-35];[50-75];non;non;Panel Truck;15;non;Commercial;Highly Urban/ Urban;4;avril;dev_integral;[300-450]
1045;M;> 75;< 25;non;non;Minivan;14;non;Private;Highly Urban/ Urban;1;mars;dev_integral;< 300
1046;M;[45-55];< 25;non;non;Sports Car;10;non;Commercial;Highly Urban/ Urban;6;février;dev_integral;< 300
1047;M;[35-45];< 25;non;non;Sports Car;1;non;Private;z_Highly Rural/ Rural;0;février;dev_express;< 300
1048;F;[35-45];< 25;non;non;Panel Truck;9;oui;Commercial;z_Highly Rural/ Rural;0;mai;dev_integral;< 300
1049;M;[55-65];[50-75];non;non;Minivan;8;non;Private;Highly Urban/ Urban;4;avril;dev_integral;[300-450]
1050;F;[35-45];< 25;non;non;z_SUV;9;non;Private;z_Highly Rural/ Rural;3;mai;dev_integral;[300-450]
1051;M;[65-75];[75-100];non;non;Minivan;6;oui;Private;Highly Urban/ Urban;0;avril;dev_express;< 300
1052;M;> 75;[50-75];non;non;z_SUV;8;non;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
1053;M;[15-25];< 25;oui;non;Minivan;1;oui;Private;Highly Urban/ Urban;3;mai;dev_integral;[300-450]
1054;M;[25-35];< 25;non;non;Minivan;8;non;Commercial;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1055;F;[65-75];[25-50];non;non;Minivan;12;oui;Private;Highly Urban/ Urban;4;janvier;dev_premium;[450-600]
1056;M;[65-75];[50-75];non;non;Panel Truck;1;non;Commercial;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
1057;M;> 75;[75-100];non;non;Pickup;17;non;Private;Highly Urban/ Urban;2;mars;dev_integral;[300-450]
1058;F;[65-75];[50-75];oui;non;Minivan;1;non;Commercial;z_Highly Rural/ Rural;0;mai;dev_integral;[300-450]
1059;F;> 75;[50-75];oui;non;Minivan;5;non;Commercial;Highly Urban/ Urban;1;janvier;dev_premium;[450-600]
1060;F;[15-25];[50-75];non;non;Pickup;1;oui;Commercial;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
1061;F;[65-75];[50-75];non;non;Panel Truck;15;non;Commercial;Highly Urban/ Urban;7;février;dev_integral;< 300
1062;M;[45-55];> 150;non;non;Panel Truck;15;non;Commercial;Highly Urban/ Urban;4;février;dev_express;< 300
1063;F;[65-75];[25-50];non;non;Sports Car;12;non;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
1064;F;[15-25];[125-150];non;oui;z_SUV;;non;Private;Highly Urban/ Urban;4;mars;dev_express;< 300
1065;M;[35-45];< 25;non;non;z_SUV;1;non;Private;z_Highly Rural/ Rural;0;avril;dev_express;< 300
1066;F;[55-65];[50-75];non;non;Van;12;non;Private;Highly Urban/ Urban;4;janvier;dev_express;< 300
1067;M;[55-65];< 25;non;non;Minivan;17;oui;Private;Highly Urban/ Urban;3;février;dev_integral;< 300
1068;F;[65-75];[50-75];oui;non;Sports Car;1;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
1069;F;> 75;[25-50];non;non;Van;1;non;Commercial;Highly Urban/ Urban;7;février;dev_express;< 300
1070;F;< 15;[125-150];non;non;Van;12;oui;Private;Highly Urban/ Urban;0;janvier;dev_integral;[300-450]
1071;F;[45-55];[100-125];oui;oui;Pickup;1;oui;Commercial;z_Highly Rural/ Rural;0;mars;dev_express;< 300
1072;F;[45-55];[25-50];oui;oui;Van;1;non;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
1073;M;[45-55];[100-125];oui;oui;Van;11;oui;Commercial;z_Highly Rural/ Rural;0;mars;dev_integral;[300-450]
1074;F;[35-45];> 150;non;non;Panel Truck;19;oui;Commercial;Highly Urban/ Urban;3;février;dev_integral;[300-450]
1075;F;[65-75];[50-75];non;non;Pickup;12;non;Commercial;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
1076;F;[65-75];[25-50];oui;oui;Van;;non;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1077;F;[45-55];[25-50];oui;oui;Pickup;7;oui;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1078;F;[55-65];[50-75];non;non;z_SUV;8;non;Private;Highly Urban/ Urban;3;mars;dev_integral;[300-450]
1079;F;[45-55];[25-50];non;non;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;0;avril;dev_express;< 300
1080;M;[15-25];[50-75];non;non;Minivan;10;oui;Private;Highly Urban/ Urban;5;avril;dev_express;< 300
1081;F;[25-35];[125-150];non;non;Panel Truck;1;oui;Commercial;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
1082;M;[65-75];[100-125];oui;non;Minivan;15;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
1083;M;[35-45];[75-100];non;non;Sports Car;17;non;Private;Highly Urban/ Urban;3;mars;dev_express;< 300
1084;M;[15-25];[50-75];non;non;z_SUV;18;non;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1085;F;[15-25];[75-100];oui;non;Minivan;1;oui;Commercial;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
1086;F;[65-75];< 25;oui;oui;Sports Car;4;non;Private;Highly Urban/ Urban;4;avril;dev_express;< 300
1087;F;[35-45];[25-50];oui;oui;Minivan;1;non;Private;Highly Urban/ Urban;5;février;dev_express;< 300
1088;M;> 75;< 25;non;non;Van;8;oui;Commercial;Highly Urban/ Urban;2;janvier;dev_express;< 300
1089;F;[15-25];[25-50];non;non;z_SUV;14;non;Private;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
1090;M;[45-55];[75-100];oui;non;Van;1;oui;Commercial;Highly Urban/ Urban;3;janvier;dev_express;< 300
1091;M;[65-75];[25-50];non;non;Pickup;1;oui;Private;Highly Urban/ Urban;0;février;dev_integral;[300-450]
1092;F;[55-65];< 25;oui;non;Sports Car;6;oui;Private;Highly Urban/ Urban;8;février;dev_integral;< 300
1093;F;[45-55];[50-75];oui;non;Pickup;6;non;Commercial;z_Highly Rural/ Rural;0;avril;dev_integral;[300-450]
1094;F;[35-45];[75-100];non;non;Panel Truck;16;oui;Commercial;z_Highly Rural/ Rural;0;avril;dev_integral;[300-450]
1095;F;< 15;< 25;oui;oui;Pickup;19;non;Commercial;Highly Urban/ Urban;0;mars;dev_integral;[300-450]
1096;F;[55-65];[75-100];oui;oui;Minivan;13;non;Private;Highly Urban/ Urban;5;mars;dev_premium;[300-450]
1097;F;[45-55];< 25;oui;non;Minivan;8;non;Private;Highly Urban/ Urban;4;janvier;dev_express;< 300
1098;F;[55-65];[100-125];non;non;Panel Truck;;oui;Commercial;z_Highly Rural/ Rural;1;février;dev_integral;< 300
1099;M;< 15;[100-125];non;non;Minivan;12;non;Commercial;Highly Urban/ Urban;4;janvier;dev_express;< 300
1100;M;> 75;< 25;oui;oui;z_SUV;9;non;Commercial;Highly Urban/ Urban;3;février;dev_express;< 300
1101;M;[35-45];> 150;oui;non;Van;13;non;Private;Highly Urban/ Urban;0;mars;dev_vip;> 600
1102;F;[65-75];[25-50];non;non;Minivan;9;oui;Private;z_Highly Rural/ Rural;2;mars;dev_integral;[300-450]
1103;M;[35-45];[100-125];non;non;Minivan;8;oui;Private;Highly Urban/ Urban;1;avril;dev_express;< 300
1104;F;[55-65];[75-100];non;non;z_SUV;9;non;Commercial;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1105;M;[15-25];[100-125];non;non;Minivan;1;non;Private;z_Highly Rural/ Rural;0;avril;dev_express;< 300
1106;M;< 15;[100-125];oui;oui;Panel Truck;16;non;Commercial;Highly Urban/ Urban;9;janvier;dev_express;< 300
1107;M;< 15;[50-75];non;non;Panel Truck;12;oui;Commercial;Highly Urban/ Urban;0;mars;dev_premium;[300-450]
1108;M;< 15;[25-50];oui;non;z_SUV;10;non;Private;Highly Urban/ Urban;0;janvier;dev_integral;< 300
1109;F;[55-65];[75-100];non;non;Van;8;non;Commercial;Highly Urban/ Urban;8;février;dev_integral;[300-450]
1110;M;[35-45];[125-150];oui;non;z_SUV;14;non;Private;Highly Urban/ Urban;5;mars;dev_premium;[300-450]
1111;M;[55-65];< 25;non;non;Pickup;1;non;Commercial;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
1112;M;[25-35];[50-75];non;non;Sports Car;21;non;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1113;M;[65-75];< 25;non;non;Sports Car;1;non;Private;Highly Urban/ Urban;1;mai;dev_integral;[300-450]
1114;M;[65-75];[25-50];non;non;Van;4;oui;Private;Highly Urban/ Urban;3;mars;dev_express;< 300
1115;F;[65-75];[25-50];non;non;Minivan;16;non;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1116;F;[45-55];[50-75];non;non;Pickup;10;oui;Private;Highly Urban/ Urban;0;avril;dev_integral;[300-450]
1117;M;[15-25];[25-50];oui;non;Pickup;7;oui;Private;Highly Urban/ Urban;1;janvier;dev_express;< 300
1118;F;[35-45];[25-50];non;non;Pickup;1;oui;Commercial;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
1119;M;> 75;[50-75];non;non;Minivan;9;oui;Private;Highly Urban/ Urban;0;février;dev_express;< 300
1120;F;[25-35];[75-100];non;non;Minivan;12;oui;Private;Highly Urban/ Urban;1;avril;dev_integral;[300-450]
1121;M;[15-25];[75-100];non;non;Sports Car;9;non;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1122;F;[55-65];[100-125];non;non;Panel Truck;15;oui;Commercial;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
1123;F;> 75;[100-125];non;non;Panel Truck;12;oui;Commercial;Highly Urban/ Urban;1;février;dev_premium;[300-450]
1124;M;[15-25];[25-50];oui;oui;Minivan;4;non;Commercial;Highly Urban/ Urban;2;janvier;dev_integral;[300-450]
1125;F;< 15;[50-75];oui;non;Pickup;11;non;Commercial;z_Highly Rural/ Rural;0;mars;dev_express;< 300
1126;M;< 15;[50-75];non;non;Pickup;12;oui;Private;Highly Urban/ Urban;1;mars;dev_integral;[300-450]
1127;M;[15-25];< 25;non;non;Minivan;11;oui;Commercial;z_Highly Rural/ Rural;0;mars;dev_express;< 300
1128;F;< 15;[50-75];non;non;z_SUV;8;non;Private;z_Highly Rural/ Rural;0;mai;dev_integral;[300-450]
1129;M;< 15;[100-125];non;non;z_SUV;7;non;Private;Highly Urban/ Urban;4;mars;dev_integral;[300-450]
1130;F;< 15;[50-75];non;non;z_SUV;4;non;Private;Highly Urban/ Urban;5;mai;dev_integral;[300-450]
1131;F;[65-75];> 150;non;non;z_SUV;12;non;Private;Highly Urban/ Urban;1;avril;dev_integral;[300-450]
1132;F;[35-45];< 25;non;non;Minivan;1;non;Private;Highly Urban/ Urban;0;avril;dev_express;< 300
1133;F;[35-45];[50-75];oui;non;Minivan;8;oui;Private;Highly Urban/ Urban;3;janvier;dev_express;< 300
1134;F;> 75;[25-50];non;non;z_SUV;10;non;Private;z_Highly Rural/ Rural;1;février;dev_integral;[300-450]
1135;M;[25-35];[50-75];oui;non;z_SUV;7;non;Private;Highly Urban/ Urban;0;mars;dev_integral;< 300
1136;F;> 75;[25-50];oui;non;z_SUV;12;non;Private;Highly Urban/ Urban;0;mai;dev_integral;[300-450]
1137;F;[65-75];[25-50];non;non;z_SUV;;non;Private;Highly Urban/ Urban;3;mai;dev_express;< 300
1138;F;< 15;< 25;non;non;Sports Car;2;non;Private;Highly Urban/ Urban;10;février;dev_integral;[300-450]
1139;F;[45-55];[25-50];non;non;z_SUV;10;non;Private;Highly Urban/ Urban;0;mars;dev_express;< 300
1140;M;< 15;[25-50];non;non;Pickup;1;non;Private;Highly Urban/ Urban;3;avril;dev_integral;[300-450]
1141;M;[65-75];< 25;oui;oui;Sports Car;12;non;Private;z_Highly Rural/ Rural;0;février;dev_integral;< 300
1142;F;[65-75];< 25;non;non;Pickup;7;oui;Commercial;z_Highly Rural/ Rural;2;février;dev_express;< 300
1143;F;[65-75];[100-125];non;non;Pickup;22;oui;Private;Highly Urban/ Urban;4;mai;dev_integral;[300-450]
1144;F;> 75;[75-100];oui;oui;Panel Truck;;non;Commercial;z_Highly Rural/ Rural;0;mai;dev_integral;< 300
1145;M;[65-75];< 25;oui;non;Sports Car;7;non;Private;Highly Urban/ Urban;2;mars;dev_express;< 300
1146;M;[45-55];[75-100];non;non;Minivan;21;oui;Private;Highly Urban/ Urban;3;janvier;dev_express;< 300
1147;M;> 75;[50-75];oui;non;z_SUV;1;non;Private;Highly Urban/ Urban;7;mars;dev_integral;< 300
1148;F;> 75;[25-50];non;non;z_SUV;6;non;Private;z_Highly Rural/ Rural;0;janvier;dev_express;< 300
1149;F;< 15;[50-75];non;non;Minivan;7;oui;Private;Highly Urban/ Urban;0;mai;dev_premium;[450-600]
1150;M;[65-75];[75-100];non;non;Minivan;10;non;Commercial;Highly Urban/ Urban;7;avril;dev_express;< 300
1151;M;[55-65];< 25;oui;oui;Pickup;9;non;Commercial;Highly Urban/ Urban;3;mai;dev_express;< 300
1152;M;[65-75];[100-125];non;non;Panel Truck;20;oui;Commercial;Highly Urban/ Urban;5;février;dev_integral;[300-450]
1153;M;> 75;< 25;non;non;z_SUV;8;non;Private;z_Highly Rural/ Rural;1;janvier;dev_integral;[300-450]
1154;F;[55-65];[125-150];non;non;Minivan;20;oui;Private;Highly Urban/ Urban;2;mai;dev_express;< 300
1155;M;< 15;[25-50];non;non;Minivan;1;non;Private;z_Highly Rural/ Rural;2;mai;dev_express;< 300
1156;F;[55-65];[50-75];non;non;Minivan;1;non;Private;Highly Urban/ Urban;3;janvier;dev_integral;[300-450]
1157;F;[65-75];[75-100];non;non;Van;4;non;Commercial;Highly Urban/ Urban;6;janvier;dev_premium;[450-600]
1158;M;> 75;[25-50];non;oui;Minivan;1;non;Private;z_Highly Rural/ Rural;0;mai;dev_integral;[300-450]
